active,quiet,arrested,tension
24,655,585,0.1452567154559719
2,686,576,0.1521314607676286
1,709,554,0.15723207825692226
0,734,530,0.16277622770180672
0,749,515,0.16610271736873738
2,770,492,0.17075980290244028
7,787,470,0.17452982452496169
18,780,466,0.17297746268039402
48,753,463,0.16698978127991887
68,723,473,0.16033680194605757
48,727,489,0.16122386585723905
22,746,496,0.16543741943535123
9,772,483,0.17120333485803105
0,805,459,0.17852161212527848
0,827,437,0.18340046363677676
1,851,412,0.1887228471038658
3,869,392,0.1927146347041826
1,890,373,0.19737172023788552
1,913,350,0.20247233772717918
2,936,326,0.20757295521647282
0,952,312,0.2111212108611989
2,978,284,0.21688712628387868
1,994,269,0.2204353819286047
3,1022,239,0.22664482930687527
7,1028,229,0.22797542517364752
39,1005,220,0.22287480768435386
104,907,253,0.20114174186040693
151,825,288,0.182956931681186
133,790,341,0.17519512245834784
128,740,396,0.16410682356857897
109,716,439,0.15878444010148993
125,663,476,0.14703084327833496
104,648,512,0.14370435361140427
68,656,540,0.1454784814337673
28,687,549,0.152353226745424
3,713,548,0.15811914216810377
1,736,527,0.16321975965739746
0,759,505,0.16832037714669112
2,785,477,0.17408629256937092
3,807,454,0.17896514408086922
0,835,429,0.18517459145913978
2,856,406,0.18983167699284267
2,870,392,0.19293640068197795
2,888,374,0.19692818828229475
0,905,359,0.20069820990481618
1,922,341,0.20446823152733756
0,940,324,0.20846001912765436
0,959,305,0.21267357270576653
0,971,293,0.21533476443931104
0,986,278,0.2186612541062417
0,1004,260,0.2226530417065585
0,1018,246,0.22575776539569375
1,1035,228,0.22952778701821516
8,1042,214,0.2310801488627828
14,1031,219,0.22864072310703368
16,1034,214,0.2293060210404198
11,1031,222,0.22864072310703368
0,1041,223,0.23085838288498742
1,1063,200,0.23573723439648572
3,1078,183,0.2390637240634164
18,1072,174,0.2377331281966441
76,1000,188,0.221765977795377
150,892,222,0.19781525219347626
197,791,276,0.1754168884361432
217,717,330,0.1590062060792853
257,620,387,0.13749490623313373
269,552,443,0.12241481974304809
250,509,505,0.11287888269784688
168,532,564,0.11797950018714057
83,569,612,0.1261848413655695
42,587,635,0.13017662896588628
33,591,640,0.1310636928770678
14,617,633,0.13682960829974758
7,635,622,0.1408213959000644
2,657,605,0.14570024741156268
1,677,586,0.1501355669674702
1,693,570,0.15368382261219626
1,725,538,0.1607803339016483
1,752,511,0.16676801530212346
0,774,490,0.1716468668136218
9,787,468,0.17452982452496169
0,815,449,0.18073927190323225
0,836,428,0.18539635743693514
2,855,407,0.18960991101504732
1,880,383,0.19515406045993178
0,913,351,0.20247233772717918
3,927,334,0.2055770614163145
16,929,319,0.20602059337190523
60,887,317,0.19670642230449936
96,833,335,0.184731059503549
151,752,361,0.16676801530212346
190,669,405,0.14836143914510722
189,643,432,0.1425955237224274
143,644,477,0.1428172897002228
102,654,508,0.14503494947817655
82,663,519,0.14703084327833496
47,683,534,0.15146616283424247
31,704,529,0.1561232483679454
23,707,534,0.15678854630133152
9,734,521,0.16277622770180672
0,760,504,0.16854214312448648
2,775,487,0.17186863279141718
5,793,466,0.17586042039173394
39,771,454,0.17098156888023563
