active,quiet,arrested,tension
16,820,274,0.13753343707706875
19,814,277,0.13652709485455358
13,821,276,0.13770116078082126
10,830,270,0.13921067411459398
6,839,265,0.14072018744836667
4,846,260,0.14189425337463432
13,838,259,0.14055246374461414
21,820,269,0.13753343707706875
2,839,269,0.14072018744836667
0,848,262,0.14222970078213937
4,864,242,0.14491328004217974
11,864,235,0.14491328004217974
11,866,233,0.14524872744968478
2,884,224,0.14826775411723017
4,891,215,0.14944182004349787
10,884,216,0.14826775411723017
7,892,211,0.14960954374725036
0,909,201,0.15246084671104326
4,907,199,0.15212539930353822
4,910,196,0.15262857041479577
10,916,184,0.1536349126373109
46,874,190,0.14659051707970494
64,830,216,0.13921067411459398
92,760,258,0.12747001485191736
93,720,297,0.12076106670181645
68,715,327,0.11992244818305382
23,744,343,0.124786435591877
0,769,341,0.12897952818569008
0,786,324,0.13183083114948294
1,799,310,0.13401123929826575
7,807,296,0.13535302892828593
0,829,281,0.13904295041084144
0,846,264,0.14189425337463432
7,852,251,0.14290059559714946
26,833,251,0.1397138452258515
33,810,267,0.13585620003954352
39,791,280,0.1326694496682456
36,774,300,0.12981814670445266
15,783,312,0.13132766003822538
14,787,309,0.13199855485323547
21,780,309,0.13082448892696782
33,762,315,0.12780546225942238
15,775,320,0.1299858704082052
3,796,311,0.13350806818700817
3,804,303,0.13484985781702835
0,820,290,0.13753343707706875
0,836,274,0.1402170163371091
0,853,257,0.14306831930090197
3,863,244,0.1447455563384272
3,878,229,0.14726141189471506
4,887,219,0.14877092522848778
3,902,205,0.1512867807847756
0,913,197,0.15313174152605336
11,926,173,0.15531214967483614
5,930,175,0.15598304448984626
52,881,177,0.14776458300597264
152,758,200,0.12713456744441232
181,683,246,0.11455528966297311
163,655,292,0.10985902595790245
124,646,340,0.10834951262412976
90,655,365,0.10985902595790245
40,680,390,0.11405211855171551
9,694,407,0.11640025040425087
1,716,393,0.12009017188680635
0,729,381,0.12227058003558915
1,751,358,0.12596050151814467
1,761,348,0.1276377385556699
0,771,339,0.12931497559319513
0,782,328,0.13115993633447284
2,797,311,0.1336757918907607
6,807,297,0.13535302892828593
29,786,295,0.13183083114948294
31,782,297,0.13115993633447284
30,779,301,0.13065676522321532
12,792,306,0.13283717337199807
6,807,297,0.13535302892828593
4,818,288,0.1371979896695637
7,828,275,0.13887522670708893
14,832,264,0.139546121522099
29,814,267,0.13652709485455358
34,807,269,0.13535302892828593
2,837,271,0.1403847400408616
2,857,251,0.14373921411591206
0,880,230,0.1475968593022201
2,895,213,0.15011271485850794
2,910,198,0.15262857041479577
14,911,185,0.15279629411854834
24,912,174,0.15296401782230082
32,883,195,0.14810003041347766
50,850,210,0.14256514818964441
77,792,241,0.13283717337199807
97,736,277,0.12344464596185681
72,724,314,0.12143196151682654
57,715,338,0.11992244818305382
44,714,352,0.11975472447930131
12,730,368,0.12243830373934168
3,746,361,0.12512188299938204
2,760,348,0.12747001485191736
3,769,338,0.12897952818569008
7,776,327,0.1301535941119577
3,792,315,0.13283717337199807
6,801,303,0.1343466867057708
6,816,288,0.13686254226205866
18,802,290,0.1345144104095233
18,801,291,0.1343466867057708
12,804,294,0.13484985781702835
18,803,289,0.13468213411327584
33,783,294,0.13132766003822538
46,759,305,0.12730229114816485
46,763,301,0.12797318596317492
48,753,309,0.1262959489256497
25,758,327,0.12713456744441232
12,766,332,0.12847635707443247
0,789,321,0.13233400226074052
1,808,301,0.13552075263203847
1,818,291,0.1371979896695637
7,826,277,0.13853977929958386
23,819,268,0.1373657133733162
31,801,278,0.1343466867057708
30,787,293,0.13199855485323547
14,804,292,0.13484985781702835
7,824,279,0.1382043318920788
8,833,269,0.1397138452258515
13,839,258,0.14072018744836667
30,822,258,0.13786888448457377
59,781,270,0.13099221263072036
66,760,284,0.12747001485191736
52,752,306,0.12612822522189715
46,741,323,0.12428326448061941
30,746,334,0.12512188299938204
19,751,340,0.12596050151814467
6,765,339,0.12830863337067996
0,777,333,0.13032131781571024
11,784,315,0.1314953837419779
32,762,316,0.12780546225942238
25,761,324,0.1276377385556699
4,778,328,0.13048904151946275
3,793,314,0.1330048970757506
7,797,306,0.1336757918907607
17,792,301,0.13283717337199807
32,777,301,0.13032131781571024
24,782,304,0.13115993633447284
9,799,302,0.13401123929826575
8,803,299,0.13468213411327584
1,820,289,0.13753343707706875
4,838,268,0.14055246374461414
16,831,263,0.1393783978183465
23,818,269,0.1371979896695637
15,814,281,0.13652709485455358
5,822,283,0.13786888448457377
1,841,268,0.14105563485587172
1,860,249,0.14424238522716964
0,885,225,0.1484354778209827
0,891,219,0.14944182004349787
4,907,199,0.15212539930353822
26,896,188,0.15028043856226045
34,878,198,0.14726141189471506
61,824,225,0.1382043318920788
39,824,247,0.1382043318920788
32,819,259,0.1373657133733162
41,793,276,0.1330048970757506
41,781,288,0.13099221263072036
60,757,293,0.1269668437406598
59,742,309,0.12445098818437193
42,743,325,0.12461871188812448
25,750,335,0.12579277781439213
6,769,335,0.12897952818569008
9,779,322,0.13065676522321532
11,782,317,0.13115993633447284
1,799,310,0.13401123929826575
1,818,291,0.1371979896695637
0,837,273,0.1403847400408616
0,850,260,0.14256514818964441
1,864,245,0.14491328004217974
1,881,228,0.14776458300597264
2,878,230,0.14726141189471506
19,874,217,0.14659051707970494
30,856,224,0.14357149041215955
32,846,232,0.14189425337463432
36,829,245,0.13904295041084144
43,815,252,0.13669481855830612
45,798,267,0.13384351559451324
24,804,282,0.13484985781702835
10,819,281,0.1373657133733162
3,834,273,0.13988156892960404
9,837,264,0.1403847400408616
15,832,263,0.139546121522099
17,836,257,0.1402170163371091
18,832,260,0.139546121522099
10,845,255,0.14172652967088178
12,849,249,0.14239742448589188
11,851,248,0.14273287189339695
39,834,237,0.13988156892960404
65,780,265,0.13082448892696782
74,748,288,0.12545733040688709
45,751,314,0.12596050151814467
20,763,327,0.12797318596317492
19,766,325,0.12847635707443247
8,784,318,0.1314953837419779
0,795,315,0.13334034448325566
0,815,295,0.13669481855830612
1,821,288,0.13770116078082126
2,844,264,0.14155880596712928
4,852,254,0.14290059559714946
4,859,247,0.14407466152341714
0,870,240,0.14591962226469488
0,877,233,0.14709368819096255
5,878,227,0.14726141189471506
5,889,216,0.14910637263599283
7,897,206,0.15044816226601299
20,891,199,0.14944182004349787
50,853,207,0.14306831930090197
60,812,238,0.13619164744704854
41,810,259,0.13585620003954352
26,802,282,0.1345144104095233
35,785,290,0.13166310744573043
34,786,290,0.13183083114948294
16,807,287,0.13535302892828593
10,821,279,0.13770116078082126
0,839,271,0.14072018744836667
1,848,261,0.14222970078213937
0,860,250,0.14424238522716964
0,872,238,0.1462550696721999
